-5	0.01072166826
-4.9	0.01118402297
-4.8	0.01167748016
-4.7	0.01220494851
-4.6	0.01276969227
-4.5	0.01337538596
-4.4	0.01402617938
-4.3	0.0147267754
-4.2	0.01548252321
-4.1	0.01629953124
-4	0.01718480415
-3.9	0.01814641055
-3.8	0.0191936892
-3.7	0.02033750445
-3.6	0.02159056416
-3.5	0.02296781768
-3.4	0.02448695601
-3.3	0.026169042
-3.2	0.028039305
-3.1	0.03012814069
-3	0.03247236285
-2.9	0.03511675614
-2.8	0.03811597638
-2.7	0.04153683094
-2.6	0.04546094301
-2.5	0.04998775169
-2.4	0.05523771874
-2.3	0.06135549752
-2.2	0.06851266831
-2.1	0.07690946417
-2	0.08677471828
-1.9	0.09836308982
-1.8	0.1119485142
-1.7	0.1278128338
-1.6	0.1462287583
-1.5	0.1674367319
-1.4	0.1916159785
-1.3	0.2188509361
-1.2	0.249095405
-1.1	0.2821378678
-1	0.3175724035
-0.9	0.3547801559
-0.8	0.3929262173
-0.7	0.4309758784
-0.6	0.467732446
-0.5	0.5018963532
-0.4	0.5321423864
-0.3	0.5572089621
-0.2	0.5759910136
-0.1	0.5876266726
-1.026956298e-15	0.5915679027
0.1	0.5876266726
0.2	0.5759910136
0.3	0.5572089621
0.4	0.5321423864
0.5	0.5018963532
0.6	0.467732446
0.7	0.4309758784
0.8	0.3929262173
0.9	0.3547801559
1	0.3175724035
1.1	0.2821378678
1.2	0.249095405
1.3	0.2188509361
1.4	0.1916159785
1.5	0.1674367319
1.6	0.1462287583
1.7	0.1278128338
1.8	0.1119485142
1.9	0.09836308982
2	0.08677471828
2.1	0.07690946417
2.2	0.06851266831
2.3	0.06135549752
2.4	0.05523771874
2.5	0.04998775169
2.6	0.04546094301
2.7	0.04153683094
2.8	0.03811597638
2.9	0.03511675614
3	0.03247236285
3.1	0.03012814069
3.2	0.028039305
3.3	0.026169042
3.4	0.02448695601
3.5	0.02296781768
3.6	0.02159056416
3.7	0.02033750445
3.8	0.0191936892
3.9	0.01814641055
4	0.01718480415
4.1	0.01629953124
4.2	0.01548252321
4.3	0.0147267754
4.4	0.01402617938
4.5	0.01337538596
4.6	0.01276969227
4.7	0.01220494851
4.8	0.01167748016
4.9	0.01118402297
5	0.01072166826
